[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	3/17/2025 9:31:35 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/14/2025 3:09:33 PM	1	1	TN	0.1990	0.1573	0.01776	0.01373	NPOC:0.1036mg/L TN:0.01373mg/L	NPOC:0.1036mg/L TN:0.01373mg/L	*******	0.09273	58.97	0.00895	65.18	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/14/2025 3:11:40 PM	1	2	TN	0.2218	0.1573	0.01996	0.01373	NPOC:0.1036mg/L TN:0.01373mg/L	NPOC:0.1036mg/L TN:0.01373mg/L	*******	0.09273	58.97	0.00895	65.18	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/14/2025 3:13:47 PM	1	3	TN	0.05100	0.1573	0.00347	0.01373	NPOC:0.1036mg/L TN:0.01373mg/L	NPOC:0.1036mg/L TN:0.01373mg/L	*******	0.09273	58.97	0.00895	65.18	2	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/14/2025 3:21:14 PM	1	1	NPOC	0.4490	0.4625	0.1282	0.1321	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.08610	18.62	0.02459	18.62	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/14/2025 3:24:03 PM	1	2	NPOC	0.3840	0.4625	0.1097	0.1321	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.08610	18.62	0.02459	18.62	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/14/2025 3:26:10 PM	1	3	NPOC	0.7428	0.4625	0.2121	0.1321	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.08610	18.62	0.02459	18.62	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/14/2025 3:28:17 PM	1	4	NPOC	0.6804	0.4625	0.1943	0.1321	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.08610	18.62	0.02459	18.62	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/14/2025 3:30:24 PM	1	5	NPOC	0.5546	0.4625	0.1584	0.1321	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.08610	18.62	0.02459	18.62	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/14/2025 3:21:14 PM	1	1	TN	0.4511	0.1162	0.04210	0.00977	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.06939	59.72	0.00670	68.57	3	1	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/14/2025 3:24:03 PM	1	2	TN	0.1918	0.1162	0.01707	0.00977	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.06939	59.72	0.00670	68.57	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/14/2025 3:26:10 PM	1	3	TN	0.05540	0.1162	0.00390	0.00977	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.06939	59.72	0.00670	68.57	3	0	50	1.000	
Unknown	NPOC/TN	CondBlank3	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/14/2025 3:28:17 PM	1	4	TN	0.1014	0.1162	0.00834	0.00977	NPOC:0.1321mg/L TN:0.00977mg/L	NPOC:0.1321mg/L TN:0.00977mg/L	*******	0.06939	59.72	0.00670	68.57	3	0	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 3:38:20 PM	1	1	NPOC	4.017	4.465	1.070	1.197	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.1040	2.33	0.02948	2.46	4	1	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 3:43:27 PM	1	2	NPOC	4.361	4.465	1.168	1.197	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	T******	0.1040	2.33	0.02948	2.46	4	0	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 3:45:58 PM	1	3	NPOC	4.569	4.465	1.227	1.197	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.1040	2.33	0.02948	2.46	4	0	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 3:48:35 PM	1	4	NPOC	4.676	4.465	1.257	1.197	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.1040	2.33	0.02948	2.46	4	1	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 3:51:33 PM	1	5	NPOC	4.466	4.465	1.197	1.197	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.1040	2.33	0.02948	2.46	4	0	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 3:38:20 PM	1	1	TN	4.703	4.944	0.5053	0.5293	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.06501	1.31	0.00647	1.22	4	1	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 3:43:27 PM	1	2	TN	4.595	4.944	0.4945	0.5293	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.06501	1.31	0.00647	1.22	4	1	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 3:45:58 PM	1	3	TN	4.880	4.944	0.5229	0.5293	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.06501	1.31	0.00647	1.22	4	0	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 3:48:35 PM	1	4	TN	4.943	4.944	0.5292	0.5293	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.06501	1.31	0.00647	1.22	4	0	50	1.000	
Unknown	NPOC/TN	1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 3:51:33 PM	1	5	TN	5.010	4.944	0.5358	0.5293	NPOC:1.197mg/L TN:0.5293mg/L	NPOC:1.197mg/L TN:0.5293mg/L	*******	0.06501	1.31	0.00647	1.22	4	0	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 3:59:13 PM	1	1	NPOC	7.917	7.784	2.176	2.138	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.1183	1.52	0.03352	1.57	5	0	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:01:59 PM	1	2	NPOC	7.490	7.784	2.054	2.138	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.1183	1.52	0.03352	1.57	5	1	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:04:48 PM	1	3	NPOC	7.690	7.784	2.111	2.138	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.1183	1.52	0.03352	1.57	5	0	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:07:48 PM	1	4	NPOC	7.746	7.784	2.127	2.138	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.1183	1.52	0.03352	1.57	5	0	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 3:59:13 PM	1	1	TN	9.635	9.721	0.9961	1.005	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.2309	2.38	0.02298	2.29	5	0	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:01:59 PM	1	2	TN	9.546	9.721	0.9873	1.005	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.2309	2.38	0.02298	2.29	5	0	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:04:48 PM	1	3	TN	10.11	9.721	1.043	1.005	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.2309	2.38	0.02298	2.29	5	1	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:07:48 PM	1	4	TN	9.983	9.721	1.031	1.005	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.2309	2.38	0.02298	2.29	5	0	50	1.000	
Unknown	NPOC/TN	2ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:12:22 PM	1	5	TN	0.05590	9.721	0.04277	1.005	NPOC:2.138mg/L TN:1.005mg/L	NPOC:2.138mg/L TN:1.005mg/L	*******	0.2309	2.38	0.02298	2.29	5	1	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:20:24 PM	1	1	NPOC	10.68	10.71	2.959	2.968	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.1922	1.79	0.05447	1.84	6	0	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:23:13 PM	1	2	NPOC	10.54	10.71	2.919	2.968	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.1922	1.79	0.05447	1.84	6	0	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:26:04 PM	1	3	NPOC	11.28	10.71	3.129	2.968	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.1922	1.79	0.05447	1.84	6	1	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:28:58 PM	1	4	NPOC	10.92	10.71	3.027	2.968	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.1922	1.79	0.05447	1.84	6	0	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:20:24 PM	1	1	TN	14.41	14.60	1.471	1.491	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.3262	2.23	0.03247	2.18	6	0	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:23:13 PM	1	2	TN	14.42	14.60	1.472	1.491	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.3262	2.23	0.03247	2.18	6	0	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:26:04 PM	1	3	TN	15.06	14.60	1.536	1.491	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.3262	2.23	0.03247	2.18	6	1	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:28:58 PM	1	4	TN	14.98	14.60	1.528	1.491	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.3262	2.23	0.03247	2.18	6	0	50	1.000	
Unknown	NPOC/TN	3ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:33:13 PM	1	5	TN	0.2240	14.60	0.05950	1.491	NPOC:2.968mg/L TN:1.491mg/L	NPOC:2.968mg/L TN:1.491mg/L	*******	0.3262	2.23	0.03247	2.18	6	1	50	1.000	
Unknown	NPOC/TN	5ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:41:50 PM	1	1	NPOC	16.92	16.90	4.727	4.722	NPOC:4.722mg/L TN:2.498mg/L	NPOC:4.722mg/L TN:2.498mg/L	*******	0.1015	0.60	0.02877	0.61	7	0	50	1.000	
Unknown	NPOC/TN	5ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:44:48 PM	1	2	NPOC	16.79	16.90	4.691	4.722	NPOC:4.722mg/L TN:2.498mg/L	NPOC:4.722mg/L TN:2.498mg/L	*******	0.1015	0.60	0.02877	0.61	7	0	50	1.000	
Unknown	NPOC/TN	5ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:47:42 PM	1	3	NPOC	17.53	16.90	4.900	4.722	NPOC:4.722mg/L TN:2.498mg/L	NPOC:4.722mg/L TN:2.498mg/L	*******	0.1015	0.60	0.02877	0.61	7	1	50	1.000	
Unknown	NPOC/TN	5ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:50:43 PM	1	4	NPOC	17.84	16.90	4.988	4.722	NPOC:4.722mg/L TN:2.498mg/L	NPOC:4.722mg/L TN:2.498mg/L	*******	0.1015	0.60	0.02877	0.61	7	1	50	1.000	
Unknown	NPOC/TN	5ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\rcsfa_0-30mgL_npoc_20240429.2024_05_25_19_42_14.cal	1.00			3/14/2025 4:53:08 PM	1	5	NPOC	16.99	16.90	4.747	4.722	NPOC:4.722mg/L TN:2.498mg/L	NPOC:4.722mg/L TN:2.498mg/L	*******	0.1015	0.60	0.02877	0.61	7	0	50	1.000	
Unknown	NPOC/TN	5ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:41:50 PM	1	1	TN	23.47	24.73	2.373	2.498	NPOC:4.722mg/L TN:2.498mg/L	NPOC:4.722mg/L TN:2.498mg/L	*******	0.4763	1.93	0.04741	1.90	7	1	50	1.000	
Unknown	NPOC/TN	5ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\SFA_TN_0-3mgL_20211101.2025_03_13_16_38_10.cal	1.00			3/14/2025 4:44:48 PM	1	2	TN	24.18	24.73	2.444	2.498	NPOC:4.722mg/L TN:2.498mg/L	NPOC:4.722mg/L TN:2.498mg/L	*******	0.4763	1.93	0.04741	1.90	7	0	50	1.000	
