LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-7810,LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810
20250110,001439,10.0102,1,1,1,-9999,-9999,4.4188,-9999,448.912,6.01542,-0.331283,0.00480755,24.1906,0.10713,0,0.00116284,0.0016685,451.793,448.912,-43.932,3,100
20250110,001711,10.0119,4,1,1,-9999,-9999,4.31344,-9999,449.09,5.87143,0.085963,-0.00124683,317.46,0.00648435,0,0.0039582,0.0152727,449.009,449.09,-6.56958,4,40
20250110,001843,10.013,2,1,1,-9999,-9999,4.31552,-9999,449.288,6.82579,-2.36529,0.0343401,2.58888,0.893727,0,0.000879673,0.00491803,456.27,449.288,5.58375,7,100
20250110,002115,10.0148,4,1,1,-9999,-9999,4.31032,-9999,449.306,6.14254,0.0746862,-0.00108355,360.483,0.0127299,0,0.00390602,0.000126016,440.707,449.306,-45.8346,3,40
20250110,002247,10.0158,3,1,1,-9999,-9999,4.30823,-9999,450.844,6.67798,-4.68328,0.0679817,1.58362,0.960038,0,0.00104603,0.00464311,465.485,450.844,6.0326,2,100
20250110,002519,10.0176,4,1,1,-9999,-9999,4.30199,-9999,449.417,6.13056,0.0771089,-0.00111866,412.465,0.00154421,0,0.00461406,2.48913e-06,0,449.417,-296.68,2,40
20250110,002651,10.0186,4,1,1,-9999,-9999,4.29679,-9999,449.062,5.89916,-0.0420072,0.000609267,722.939,0.000503262,0,0.00440463,6.0954e-10,1e+06,449.062,10.7884,2,40
20250110,002823,10.0197,1,1,1,-9999,-9999,4.41461,-9999,448.965,6.03432,-0.297335,0.00431491,23.1191,0.101004,0,0.000997437,0.000127857,482.713,448.965,-50,6,100
20250110,003055,10.0215,4,1,1,-9999,-9999,4.30407,-9999,449.071,5.88738,0.426216,-0.00618186,55.4267,0.0536483,0,0.00342632,0.00600996,448.042,449.071,17.8176,4,40
20250110,003227,10.0225,2,1,1,-9999,-9999,4.29887,-9999,448.999,6.83338,-1.99107,0.0289055,3.73444,0.857394,0,0.00107401,0.00145474,468.869,448.999,-1.22349,2,100
20250110,003459,10.0243,4,1,1,-9999,-9999,4.29679,-9999,448.939,6.15358,-0.379739,0.00550908,78.3496,0.0411076,0,0.00431629,5.51155e-09,1e+06,448.939,57.4105,5,40
20250110,003631,10.0254,3,1,1,-9999,-9999,4.29263,-9999,450.135,6.68949,-4.06299,0.058975,1.69646,0.962367,0,0.000975798,0.00238059,474.908,450.135,-9.4295,2,100
20250110,003903,10.0271,4,1,1,-9999,-9999,4.28951,-9999,449.513,6.13986,-0.0576928,0.000836949,414.485,0.00152945,0,0.00346903,8.37325e-10,1e+06,449.513,379.863,7,40
20250110,004035,10.0282,4,1,1,-9999,-9999,4.29783,-9999,449.18,5.90861,-0.300209,0.00435425,80.0241,0.0394724,0,0.00348441,4.3562e-09,1e+06,449.18,42.3018,2,40
20250110,004207,10.0292,1,1,1,-9999,-9999,4.4188,-9999,449.333,6.04239,-0.330177,0.00479164,23.2864,0.117752,0,0.00111566,0.00249372,451.254,449.333,-9.17876,3,100
20250110,004439,10.031,4,1,1,-9999,-9999,4.29679,-9999,448.915,5.89932,-0.196635,0.00285196,138.528,0.0150679,0,0.00395075,0.000331314,457.523,448.915,-40.58,6,40
20250110,004611,10.0321,2,1,1,-9999,-9999,4.29575,-9999,449.264,6.83781,-2.51816,0.0365574,2.93681,0.835296,0,0.00106486,0.00745198,454.169,449.264,7.92336,2,100
20250110,004843,10.0338,4,1,1,-9999,-9999,4.29575,-9999,449.065,6.16304,-0.357317,0.00518383,81.815,0.0378279,0,0.0042411,5.18615e-09,1e+06,449.065,98.1118,7,40
20250110,005015,10.0349,3,1,1,-9999,-9999,4.29471,-9999,449.981,6.6972,-4.69414,0.0681371,1.24897,0.975012,0,0.000811845,0.00418516,466.261,449.981,-4.16455,3,100
20250110,005247,10.0367,4,1,1,-9999,-9999,4.29367,-9999,449.091,6.15509,0.387252,-0.00561802,65.7164,0.057442,0,0.0036919,1.25098e-05,0,449.091,-39.129,10,40
20250110,005419,10.0377,4,1,1,-9999,-9999,4.30095,-9999,448.715,5.92549,-0.135091,0.00195942,218.864,0.00546376,0,0.00428846,1.9603e-09,1e+06,448.715,51.5836,2,40
20250110,005551,10.0388,1,1,1,-9999,-9999,4.42089,-9999,448.57,6.0568,-0.413775,0.00600496,16.2843,0.169701,0,0.000977608,0.00235861,451.116,448.57,-50,2,100
20250110,005823,10.0405,4,1,1,-9999,-9999,4.30719,-9999,448.755,5.92263,0.388648,-0.00563723,86.4629,0.0340079,0,0.00487406,1.25619e-05,0,448.755,92.9318,7,40
20250110,005955,10.0416,2,1,1,-9999,-9999,4.30719,-9999,449.164,6.8555,-2.06781,0.0300212,3.10587,0.879143,0,0.000925615,0.00281931,459.812,449.164,0.327502,2,100
20250110,010227,10.0434,4,1,1,-9999,-9999,4.31136,-9999,449.262,6.18756,-0.0116324,0.000168772,2032.19,0.000929624,0,0.00342975,1e-05,466.139,449.262,-50,3,40
20250110,010359,10.0444,3,1,1,-9999,-9999,4.31448,-9999,450.917,6.70839,-5.59125,0.0811658,1.23269,0.964312,0,0.000953224,0.00831605,460.677,450.917,7.1808,6,100
20250110,010631,10.0462,4,1,1,-9999,-9999,4.31552,-9999,450.888,6.17642,-0.254949,0.00369902,113.132,0.0201469,0,0.00418476,3.70069e-09,1e+06,450.888,197.554,3,40
20250110,010803,10.0473,4,1,1,-9999,-9999,4.32073,-9999,450.271,5.94814,-0.0258882,0.000375529,1224.97,0.000175342,0,0.00460014,3.75699e-10,1e+06,450.271,-572.495,3,40
20250110,010935,10.0483,1,1,1,-9999,-9999,4.43134,-9999,450.561,6.07709,-0.396988,0.00576168,18.1656,0.147992,0,0.00104642,0.00347219,452.22,450.561,-13.7802,2,100
20250110,011207,10.0501,4,1,1,-9999,-9999,4.32698,-9999,450.34,5.93854,0.574072,-0.00832746,39.4367,0.144723,0,0.00328393,1.84915e-05,0,450.34,69.5414,5,40
20250110,011339,10.0511,2,1,1,-9999,-9999,4.32906,-9999,450.572,6.85961,-2.38735,0.0346632,2.98277,0.874659,0,0.00102574,0.00400768,459.221,450.572,3.94687,7,100
20250110,011611,10.0529,4,1,1,-9999,-9999,4.32698,-9999,450.924,6.19862,-0.299882,0.00435122,89.6318,0.0317177,0,0.00390004,4.35319e-09,1e+06,450.924,81.0698,4,40
20250110,011743,10.054,3,1,1,-9999,-9999,4.32593,-9999,452.076,6.71851,-4.31684,0.0626688,1.57025,0.962119,0,0.000955661,0.00384187,468.388,452.076,-2.31562,2,100
20250110,012015,10.0557,4,1,1,-9999,-9999,4.33218,-9999,450.777,6.18382,-0.0565937,0.000821166,482.115,0.0011309,0,0.00395897,8.21537e-10,1e+06,450.777,420.402,7,40
20250110,012147,10.0568,4,1,1,-9999,-9999,4.32385,-9999,450.468,5.9529,0.0818596,-0.00118746,325.181,0.00780941,0,0.00386138,1.12453e-05,344.872,450.468,0.454975,4,40
20250110,012319,10.0579,1,1,1,-9999,-9999,4.43762,-9999,449.951,6.08347,-0.431457,0.00626212,15.5425,0.203139,0,0.00097301,0.000695777,458.951,449.951,-50,3,100
20250110,012551,10.0596,4,1,1,-9999,-9999,4.31968,-9999,450.196,5.94327,-0.555721,0.00806112,46.814,0.0935126,0,0.00377361,0.00465265,451.928,450.196,23.0226,3,40
20250110,012723,10.0607,2,1,1,-9999,-9999,4.3176,-9999,450.498,6.86466,-1.94616,0.0282563,3.5227,0.870325,0,0.000989743,0.00143784,470.15,450.498,-4.68495,2,100
20250110,012955,10.0624,4,1,1,-9999,-9999,4.31448,-9999,450.854,6.20865,-0.0703045,0.00102007,409.492,0.00156692,0,0.00417709,1.02053e-09,1e+06,450.854,193.016,3,40
20250110,013127,10.0635,3,1,1,-9999,-9999,4.31656,-9999,452.096,6.72257,-4.21657,0.0612115,1.67452,0.96255,0,0.000999035,0.00287218,473.407,452.096,-0.0659478,2,100
20250110,013359,10.0653,4,1,1,-9999,-9999,4.11845,-9999,451.11,6.17638,0.436786,-0.00633267,68.9489,0.0499117,0,0.00436624,0.000327833,431.794,451.11,-46.0038,7,40
20250110,013531,10.0663,4,1,1,-9999,-9999,4.01222,-9999,450.625,5.94727,0.325285,-0.00471324,89.3269,0.0303008,0,0.00421016,0.000366374,437.761,450.625,-40.2808,7,40
20250110,013703,10.0674,1,1,1,-9999,-9999,4.25313,-9999,450.231,6.06679,-0.289897,0.00420466,22.0905,0.131584,0,0.000928698,0.00163674,452.8,450.231,-31.7248,3,100
20250110,013935,10.0692,4,1,1,-9999,-9999,4.02767,-9999,450.218,5.93184,0.135012,-0.00195634,235.119,0.00473773,0,0.00459972,4.34532e-06,0,450.218,-115.524,2,40
20250110,014107,10.0702,2,1,1,-9999,-9999,4.18984,-9999,450.012,6.83153,-1.84375,0.0267561,3.64121,0.880382,0,0.000969073,0.000393525,518.003,450.012,0.0640792,2,100
20250110,014339,10.072,4,1,1,-9999,-9999,4.21369,-9999,449.816,6.19492,-0.00431997,6.26555e-05,6964.34,5.42573e-06,0,0.00436354,6.26837e-11,1e+06,449.816,5757.7,6,40
20250110,014511,10.073,3,1,1,-9999,-9999,4.22717,-9999,450.542,6.70272,-3.60452,0.0523087,1.88165,0.964281,0,0.000964563,0.000630722,533.477,450.542,-13.6041,2,100
20250110,014743,10.0748,4,1,1,-9999,-9999,4.21265,-9999,449.698,6.18793,-0.00981719,0.000142385,2419.02,4.49692e-05,0,0.00344432,1.42449e-10,1e+06,449.698,3911.07,2,40
20250110,014915,10.0759,4,1,1,-9999,-9999,4.19088,-9999,448.981,5.95962,0.0398778,-0.000578191,741.023,0.000478993,0,0.00428453,1.28778e-06,0,448.981,220.566,3,40
20250110,015047,10.0769,1,1,1,-9999,-9999,4.33635,-9999,448.993,6.08618,-0.596001,0.00864715,11.3521,0.156956,0,0.000981103,0.00864282,449.993,448.993,-16.3903,3,100
20250110,015319,10.0787,4,1,1,-9999,-9999,4.28223,-9999,448.537,5.95278,-0.704067,0.0102117,33.9307,0.0435899,0,0.00346468,0.0123755,449.362,448.537,-25.5095,3,40
20250110,015451,10.0798,2,1,1,-9999,-9999,4.30511,-9999,449.198,6.85376,-2.27622,0.0330465,3.43058,0.823704,0,0.00112691,0.00490812,455.931,449.198,3.29313,5,100
20250110,015723,10.0815,4,1,1,-9999,-9999,4.33739,-9999,449.125,6.21836,0.0767295,-0.00111339,294.196,0.00303129,0,0.00327555,2.47902e-06,0,449.125,-28.1182,2,40
20250110,015855,10.0826,3,1,1,-9999,-9999,4.36137,-9999,450.19,6.73545,-4.85539,0.0704975,1.66325,0.95121,0,0.00114245,0.00483683,464.765,450.19,-2.88016,3,100
20250110,020127,10.0843,4,1,1,-9999,-9999,4.18881,-9999,449.919,6.20592,0.0654588,-0.000949331,348.089,0.00216714,0,0.00330452,2.11e-06,0,449.919,-206.344,2,40
20250110,020259,10.0854,4,1,1,-9999,-9999,4.1857,-9999,449.544,5.98312,0.232607,-0.00337266,104.695,0.0234451,0,0.00353097,7.5024e-06,0,449.544,87.8178,4,40
20250110,020431,10.0865,1,1,1,-9999,-9999,4.36763,-9999,449.824,6.0996,-0.338596,0.00491319,18.6322,0.214972,0,0.000915248,0.000446776,460.821,449.824,-9.3651,2,100
20250110,020703,10.0882,4,1,1,-9999,-9999,4.21058,-9999,449.776,5.97375,-0.0910021,0.00131957,250.933,0.0041619,0,0.00331123,1.32016e-09,1e+06,449.776,-35.6699,4,40
20250110,020835,10.0893,2,1,1,-9999,-9999,4.17741,-9999,450.356,6.86001,-2.16917,0.0314781,3.77185,0.831004,0,0.00118143,0.00398868,458.248,450.356,18.6911,5,100
20250110,021107,10.0911,4,1,1,-9999,-9999,4.28535,-9999,450.066,6.23675,0.383532,-0.00556434,76.6923,0.0139453,0,0.00426737,0.000131111,407.626,450.066,-50,4,40
20250110,021239,10.0921,3,1,1,-9999,-9999,4.29783,-9999,450.839,6.74129,-4.94882,0.0718379,1.36532,0.964777,0,0.000943186,0.0056372,463.583,450.839,-0.0325706,4,100
20250110,021511,10.0939,4,1,1,-9999,-9999,4.32593,-9999,450.4,6.23521,-0.0572362,0.000830513,390.099,0.0017263,0,0.00323982,8.30888e-10,1e+06,450.4,719.128,7,40
20250110,021643,10.0949,4,1,1,-9999,-9999,4.34886,-9999,449.901,6.01385,-0.162261,0.00235413,168.607,0.0246192,0,0.00396922,0.000227651,460.242,449.901,-30.5842,6,40
20250110,021815,10.096,1,1,1,-9999,-9999,4.42925,-9999,450.408,6.13199,-0.264536,0.00383952,26.6,0.117529,0,0.00102121,0.00249484,451.947,450.408,21.4986,2,100
20250110,022047,10.0978,4,1,1,-9999,-9999,4.38537,-9999,450.94,6.00517,-0.105029,0.00152397,221.421,0.00533896,0,0.00337438,1.52466e-09,1e+06,450.94,131.053,5,40
20250110,022219,10.0988,2,1,1,-9999,-9999,4.24482,-9999,450.853,6.88532,-2.52461,0.0366461,3.1299,0.826806,0,0.00113874,0.00647718,456.511,450.853,5.10398,2,100
20250110,022451,10.1006,4,1,1,-9999,-9999,4.21472,-9999,450.781,6.25559,-0.210148,0.00304816,120.847,0.0177008,0,0.00368359,3.04953e-09,1e+06,450.781,155.559,7,40
20250110,022623,10.1017,3,1,1,-9999,-9999,4.21576,-9999,451.711,6.74858,-4.10796,0.0596149,1.68542,0.96295,0,0.000979621,0.0024694,475.852,451.711,-6.12571,2,100
20250110,022855,10.1034,4,1,1,-9999,-9999,4.17845,-9999,450.89,6.2402,0.245603,-0.00356189,82.8666,0.0369077,0,0.00295158,7.89969e-06,0,450.89,-107.044,1,40
20250110,023027,10.1045,4,1,1,-9999,-9999,4.20228,-9999,450.079,6.01491,-0.245477,0.00355951,100.594,0.0298497,0,0.00358062,0.000348984,460.279,450.079,-31.9582,6,40
20250110,023159,10.1055,1,1,1,-9999,-9999,4.36867,-9999,450.255,6.13286,-0.565284,0.0082028,10.7336,0.0673718,0,0.000879923,0.0112242,450.986,450.255,-45.2189,4,100
20250110,023431,10.1073,4,1,1,-9999,-9999,4.27703,-9999,450.313,6.00998,-0.257721,0.00373811,111.688,0.0187588,0,0.00417499,0.00248558,451.817,450.313,10.7604,2,40
20250110,023603,10.1084,2,1,1,-9999,-9999,4.24274,-9999,450.851,6.87508,-2.29327,0.0332873,2.82941,0.88079,0,0.000933542,0.00489243,457.655,450.851,11.3464,2,100
20250110,023835,10.1101,4,1,1,-9999,-9999,4.19917,-9999,450.827,6.25221,0.294706,-0.00427435,90.196,0.0359787,0,0.00385526,0.000350887,438.645,450.827,-36.2477,6,40
20250110,024007,10.1112,3,1,1,-9999,-9999,4.15981,-9999,451.598,6.75751,-4.34368,0.0630224,1.5793,0.963485,0,0.000966891,0.00325131,470.981,451.598,-7.06509,2,100
20250110,024239,10.113,4,1,1,-9999,-9999,4.2417,-9999,450.983,6.25468,0.0803988,-0.00116626,313.166,0.00267413,0,0.00365233,2.58603e-06,0,450.983,-468.002,5,40
20250110,024411,10.114,4,1,1,-9999,-9999,4.23755,-9999,449.851,6.03162,0.227981,-0.00330635,166.659,0.00938378,0,0.0055103,7.34987e-06,0,449.851,186.915,6,40
20250110,024543,10.1151,1,1,1,-9999,-9999,4.3885,-9999,450.626,6.14468,-0.393029,0.00570371,16.1978,0.195696,0,0.000923632,0.00889841,451.267,450.626,39.0044,2,100
20250110,024815,10.1168,4,1,1,-9999,-9999,4.34677,-9999,450.208,6.02477,-0.0578547,0.000839371,554.124,0.000856309,0,0.00465115,8.39749e-10,1e+06,450.208,362.536,2,40
20250110,024947,10.1179,2,1,1,-9999,-9999,4.33531,-9999,450.307,6.89174,-2.17008,0.0315106,3.82081,0.829396,0,0.00119816,0.00322465,460.079,450.307,10.95,2,100
20250110,025219,10.1197,4,1,1,-9999,-9999,4.15774,-9999,450.379,6.26885,0.0548348,-0.000795214,469.367,0.000991369,0,0.00373247,0.00659677,450.259,450.379,3.39925,2,40
20250110,025351,10.1207,3,1,1,-9999,-9999,4.13292,-9999,451.678,6.75711,-3.83966,0.055705,1.71,0.964597,0,0.000929401,0.00186215,481.592,451.678,-10.5547,2,100
20250110,025623,10.1225,4,1,1,-9999,-9999,4.10605,-9999,451.32,6.25679,-0.119878,0.00173811,238.045,0.00462259,0,0.00413749,1.7389e-09,1e+06,451.32,367.776,3,40
20250110,025755,10.1236,4,1,1,-9999,-9999,4.0885,-9999,450.881,6.03193,-0.315346,0.00457089,99.0786,0.026108,0,0.00452874,4.57296e-09,1e+06,450.881,43.823,2,40
20250110,025927,10.1246,1,1,1,-9999,-9999,4.27495,-9999,450.961,6.13781,-0.419162,0.00608046,15.3165,0.262481,0,0.000931035,0.00154876,454.887,450.961,-6.18572,4,100
20250110,030159,10.1264,4,1,1,-9999,-9999,4.05858,-9999,450.942,6.00939,0.55907,-0.00810259,53.3809,0.0469912,0,0.00432513,0.0161384,450.44,450.942,15.3103,4,40
20250110,030331,10.1274,2,1,1,-9999,-9999,4.28743,-9999,450.709,6.8621,-2.40661,0.0349374,2.78735,0.882316,0,0.000964995,0.00404673,459.342,450.709,-2.78962,2,100
20250110,030603,10.1292,4,1,1,-9999,-9999,4.42402,-9999,450.719,6.2718,0.173618,-0.00252024,154.608,0.018763,0,0.00389649,0.00340851,449.979,450.719,-10.418,4,40
20250110,030735,10.1303,3,1,1,-9999,-9999,4.33948,-9999,451.921,6.7639,-4.25125,0.0617225,1.77639,0.953772,0,0.00107179,0.00342818,469.926,451.921,-3.00313,2,100
20250110,031007,10.132,4,1,1,-9999,-9999,4.38015,-9999,450.631,6.25684,-0.0548111,0.000795495,570.958,0.000806599,0,0.00454194,7.95854e-10,1e+06,450.631,438.124,6,40
20250110,031139,10.1331,4,1,1,-9999,-9999,4.40103,-9999,450.375,6.02718,-0.190482,0.00276411,167.148,0.00933134,0,0.00462015,2.76536e-09,1e+06,450.375,54.4339,2,40
20250110,031311,10.1342,1,1,1,-9999,-9999,4.45017,-9999,450.267,6.15644,-0.391852,0.00568796,17.3906,0.109103,0,0.00098894,0.00402698,451.679,450.267,-50,3,100
20250110,031543,10.1359,4,1,1,-9999,-9999,4.26144,-9999,450.498,5.99849,-0.13185,0.00191229,202.188,0.00639621,0,0.0038664,1.91315e-09,1e+06,450.498,167.474,6,40
20250110,031715,10.137,2,1,1,-9999,-9999,4.24482,-9999,450.297,6.87041,-2.24721,0.0326188,3.16692,0.864948,0,0.00102576,0.00350552,459.602,450.297,1.03796,2,100
20250110,031947,10.1387,4,1,1,-9999,-9999,4.23132,-9999,450.264,6.22661,-0.410459,0.0059538,73.7446,0.0461577,0,0.00439055,5.95648e-09,1e+06,450.264,41.938,3,40
20250110,032119,10.1398,3,1,1,-9999,-9999,4.18259,-9999,451.591,6.73902,-4.54553,0.0659555,1.56698,0.959024,0,0.00100352,0.00443244,466.471,451.591,-2.69524,3,100
20250110,032351,10.1416,4,1,1,-9999,-9999,4.2604,-9999,450.76,6.20607,-0.289193,0.00419512,81.7602,0.0378767,0,0.0034299,4.19701e-09,1e+06,450.76,166.407,2,40
20250110,032523,10.1426,4,1,1,-9999,-9999,4.28951,-9999,450.097,5.97143,0.410655,-0.00595638,60.5478,0.0669757,0,0.00360639,1.32335e-05,0,450.097,73.2335,3,40
20250110,032655,10.1437,1,1,1,-9999,-9999,4.35094,-9999,450.205,6.10975,-0.524965,0.00761712,12.6104,0.179445,0,0.000960123,0.00762152,451.205,450.205,-4.68283,2,100
20250110,032927,10.1455,4,1,1,-9999,-9999,4.26871,-9999,449.906,5.95633,-0.910475,0.0132048,29.7518,0.0243014,0,0.00392835,0.0256174,450.421,449.906,-9.46476,3,40
20250110,033059,10.1465,2,1,1,-9999,-9999,4.27911,-9999,450.213,6.84684,-2.47673,0.0359541,3.08332,0.833597,0,0.00110037,0.00565447,456.572,450.213,-1.07408,5,100
20250110,033331,10.1483,4,1,1,-9999,-9999,4.30511,-9999,450.546,6.20783,-0.0104447,0.00015154,2516.66,4.15477e-05,0,0.00381376,1.51608e-10,1e+06,450.546,605.12,4,40
20250110,033503,10.1493,3,1,1,-9999,-9999,4.30719,-9999,451.764,6.72408,-4.40603,0.0639596,1.49004,0.965624,0,0.000922425,0.00387445,468.272,451.764,-3.1246,2,100
20250110,033735,10.1511,4,1,1,-9999,-9999,4.26352,-9999,451.145,6.19536,0.381803,-0.00553858,74.988,0.0110095,0,0.00415322,0.000224534,426.478,451.145,-50,7,40
20250110,033907,10.1522,4,1,1,-9999,-9999,4.27391,-9999,450.813,5.96498,-0.247164,0.00358475,93.2866,0.0293526,0,0.00334406,3.58636e-09,1e+06,450.813,86.2564,9,40
20250110,034039,10.1532,1,1,1,-9999,-9999,4.39477,-9999,450.66,6.10918,-0.481718,0.0069907,13.9607,0.113889,0,0.000975599,0.00682298,451.684,450.66,-34.6653,3,100
20250110,034311,10.155,4,1,1,-9999,-9999,4.21369,-9999,451.151,5.95975,-0.0697391,0.00101124,375.103,0.00186682,0,0.00379319,1.0117e-09,1e+06,451.151,361.467,2,40
20250110,034443,10.1561,2,1,1,-9999,-9999,4.20747,-9999,450.993,6.8451,-1.73019,0.02511,4.0866,0.846754,0,0.00102182,0.000736194,485.101,450.993,-3.85801,2,100
20250110,034715,10.1578,4,1,1,-9999,-9999,4.20643,-9999,451.105,6.21091,0.116814,-0.00169423,236.486,0.0046839,0,0.0040066,3.75573e-06,0,451.105,-139.353,7,40
20250110,034847,10.1589,3,1,1,-9999,-9999,4.18466,-9999,452.386,6.7126,-4.01217,0.0582158,1.88002,0.953682,0,0.00107251,0.00264434,474.401,452.386,-2.02914,2,100
20250110,035119,10.1606,4,1,1,-9999,-9999,4.25936,-9999,451.625,6.20382,-0.136641,0.00198216,199.446,0.00657208,0,0.00395333,1.98306e-09,1e+06,451.625,227.337,5,40
20250110,035251,10.1617,4,1,1,-9999,-9999,4.30199,-9999,451.963,5.97823,0.0301863,-0.000437861,825.044,0.000383705,0,0.00361255,9.68799e-07,0,451.963,-1383.52,8,40
20250110,035423,10.1628,1,1,1,-9999,-9999,4.38433,-9999,451.606,6.11302,-0.688882,0.00999672,9.21134,0.212323,0,0.000920071,0.0274834,451.97,451.606,34.4984,5,100
20250110,035655,10.1645,4,1,1,-9999,-9999,4.23651,-9999,451.257,5.95888,0.233308,-0.00338331,119.344,0.0181377,0,0.00403777,7.49753e-06,0,451.257,108.845,3,40
20250110,035827,10.1656,2,1,1,-9999,-9999,4.19813,-9999,451.499,6.83868,-1.80917,0.0262553,4.03378,0.849262,0,0.0010545,0.000736802,487.134,451.499,-8.3344,2,100
20250110,040059,10.1673,4,1,1,-9999,-9999,4.30199,-9999,451.956,6.20252,0.424403,-0.00615746,65.048,0.0245562,0,0.00400524,0.000327254,433.141,451.956,-50,8,40
20250110,040231,10.1684,3,1,1,-9999,-9999,4.32073,-9999,453.029,6.70883,-3.84602,0.0558323,1.83636,0.958819,0,0.00100373,0.00213855,479.136,453.029,-1.44056,2,100
20250110,040503,10.1702,4,1,1,-9999,-9999,4.35407,-9999,451.849,6.17997,0.408066,-0.00592142,75.7459,0.0438612,0,0.00448518,1.31049e-05,0,451.849,-37.8537,1,40
20250110,040635,10.1712,4,1,1,-9999,-9999,4.25832,-9999,451.258,5.92853,-0.135459,0.00196445,225.595,0.022493,0,0.0044317,0.000343029,456.984,451.258,11.3428,5,40
20250110,040807,10.1723,1,1,1,-9999,-9999,4.3426,-9999,451.51,6.08906,-0.288194,0.0041814,24.0975,0.159028,0,0.00100749,7.80382e-05,505.092,451.51,14.0895,7,100
20250110,041039,10.1741,4,1,1,-9999,-9999,4.20124,-9999,451.096,5.9178,-0.23824,0.00345426,120.31,0.00786628,0,0.00415581,0.0046827,451.834,451.096,-48.3761,3,40
20250110,041211,10.1751,2,1,1,-9999,-9999,4.2168,-9999,451.324,6.81836,-2.44658,0.0355074,3.30298,0.827257,0,0.00116523,0.00522773,458.116,451.324,2.29759,5,100
20250110,041443,10.1769,4,1,1,-9999,-9999,4.2168,-9999,451.512,6.16375,-0.0651738,0.000945249,421.9,0.00147624,0,0.003988,9.45676e-10,1e+06,451.512,427.505,2,40
20250110,041615,10.178,3,1,1,-9999,-9999,4.22925,-9999,452.526,6.67997,-4.04739,0.0587347,1.46034,0.970488,0,0.000829021,0.0029116,472.699,452.526,-6.6454,2,100
20250110,041847,10.1797,4,1,1,-9999,-9999,4.23132,-9999,451.573,6.14338,-0.248135,0.00359894,111.576,0.020701,0,0.00401554,3.60056e-09,1e+06,451.573,113.308,4,40
20250110,042019,10.1808,4,1,1,-9999,-9999,4.23444,-9999,451.357,5.90129,-0.343847,0.00498599,77.2628,0.0241789,0,0.00385227,0.0247203,451.559,451.357,25.6492,2,40
20250110,042151,10.1818,1,1,1,-9999,-9999,4.3572,-9999,451.5,6.06001,-0.423669,0.00614714,16.2112,0.248945,0,0.00099626,0.00150346,455.589,451.5,6.35196,4,100
